ロイヤルフラッシュ,ろいやるふらっしゅ,,
ストレートフラッシュ,すとれーとふらっしゅ,,
フォーオブアカインド,ふぉーおぶあかいんど,,
フルハウス,ふるはうす,,
フラッシュ,ふらっしゅ,,
ストレート,すとれーと,,
スリーオブアカインド,すりーおぶあかいんど,,
ツーペア,つーぺあ,,
ワンペア,わんぺあ,,
ハイカード,はいかーど,,
